metadata;file;mappings;datatype
asset:s5:hv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as5slchv')]/byteStream/@size;Int64
asset:s5:vh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as5slcvh')]/byteStream/fileLocation/@href;String
asset:s5:vv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as5slcvv')]/byteStream/fileLocation/@href;String
asset:s5:hh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as5slchh')]/byteStream/fileLocation/@href;String
asset:s5:hv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as5slchv')]/byteStream/fileLocation/@href;String
asset:s5:vh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as5slcvh')]/byteStream/checksum/text();String
asset:s5:vv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as5slcvv')]/byteStream/checksum/text();String
asset:s5:hh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as5slchh')]/byteStream/checksum/text();String
asset:s5:hv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as5slchv')]/byteStream/checksum/text();String
asset:s5:vv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as5slcvv')]/byteStream/@size;Int64
asset:s5:vh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as5slcvh')]/byteStream/@size;Int64
asset:s5:hh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as5slchh')]/byteStream/@size;Int64
asset:s5:hv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as5slchv')]/byteStream/@size;Int64
azimuthAngle:s5:vh;annotation/s1*s5*vh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s5:vh;annotation/s1*s5*vh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s5:vh;annotation/s1*s5*vh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s5:vh;annotation/s1*s5*vh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s5:vh;annotation/s1*s5*vh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s5:vh;annotation/s1*s5*vh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s5:vh;annotation/s1*s5*vh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s5:vh;annotation/s1*s5*vh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s5:vh;annotation/s1*s5*vh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:s5:vv;annotation/s1*s5*vv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s5:vv;annotation/s1*s5*vv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s5:vv;annotation/s1*s5*vv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s5:vv;annotation/s1*s5*vv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s5:vv;annotation/s1*s5*vv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s5:vv;annotation/s1*s5*vv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s5:vv;annotation/s1*s5*vv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s5:vv;annotation/s1*s5*vv*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s5:vv;annotation/s1*s5*vv*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:s5:hh;annotation/s1*s5*hh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s5:hh;annotation/s1*s5*hh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s5:hh;annotation/s1*s5*hh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s5:hh;annotation/s1*s5*hh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s5:hh;annotation/s1*s5*hh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s5:hh;annotation/s1*s5*hh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s5:hh;annotation/s1*s5*hh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s5:hh;annotation/s1*s5*hh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s5:hh;annotation/s1*s5*hh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:s5:hv;annotation/s1*s5*hv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s5:hv;annotation/s1*s5*hv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s5:hv;annotation/s1*s5*hv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s5:hv;annotation/s1*s5*hv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s5:hv;annotation/s1*s5*hv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s5:hv;annotation/s1*s5*hv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s5:hv;annotation/s1*s5*hv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s5:hv;annotation/s1*s5*hv*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s5:hv;annotation/s1*s5*hv*.xml;//azimuthProcessing/numberOfLooks/text();Int64
asset:s6:vh:product;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slcvh')]/byteStream/fileLocation/@href;String
asset:s6:vh:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slcvh')]/byteStream/fileLocation/@href;String
asset:s6:vh:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slcvh')]/byteStream/fileLocation/@href;String
asset:s6:vh:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slcvh')]/byteStream/fileLocation/@href;String
asset:s6:vv:product;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slcvv')]/byteStream/fileLocation/@href;String
asset:s6:vv:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slcvv')]/byteStream/fileLocation/@href;String
asset:s6:vv:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slcvv')]/byteStream/fileLocation/@href;String
asset:s6:vv:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slcvv')]/byteStream/fileLocation/@href;String
asset:s6:hh:product;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slchh')]/byteStream/fileLocation/@href;String
asset:s6:hh:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slchh')]/byteStream/fileLocation/@href;String
asset:s6:hh:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slchh')]/byteStream/fileLocation/@href;String
asset:s6:hh:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slchh')]/byteStream/fileLocation/@href;String
asset:s6:hv:product;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slchv')]/byteStream/fileLocation/@href;String
asset:s6:hv:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slchv')]/byteStream/fileLocation/@href;String
asset:s6:hv:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slchv')]/byteStream/fileLocation/@href;String
asset:s6:hv:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slchv')]/byteStream/fileLocation/@href;String
asset:s6:vh:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slcvh')]/byteStream/checksum/text();String
asset:s6:vh:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slcvh')]/byteStream/checksum/text();String
asset:s6:vh:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slcvh')]/byteStream/checksum/text();String
asset:s6:vh:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slcvh')]/byteStream/checksum/text();String
asset:s6:vv:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slcvv')]/byteStream/checksum/text();String
asset:s6:vv:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slcvv')]/byteStream/checksum/text();String
asset:s6:vv:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slcvv')]/byteStream/checksum/text();String
asset:s6:vv:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slcvv')]/byteStream/checksum/text();String
asset:s6:hh:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slchh')]/byteStream/checksum/text();String
asset:s6:hh:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slchh')]/byteStream/checksum/text();String
asset:s6:hh:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slchh')]/byteStream/checksum/text();String
asset:s6:hh:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slchh')]/byteStream/checksum/text();String
asset:s6:hv:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slchv')]/byteStream/checksum/text();String
asset:s6:hv:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slchv')]/byteStream/checksum/text();String
asset:s6:hv:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slchv')]/byteStream/checksum/text();String
asset:s6:hv:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slchv')]/byteStream/checksum/text();String
asset:s6:vh:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slcvh')]/byteStream/@size;Int64
asset:s6:vh:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slcvh')]/byteStream/@size;Int64
asset:s6:vh:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slcvh')]/byteStream/@size;Int64
asset:s6:vh:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slcvh')]/byteStream/@size;Int64
asset:s6:vv:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slcvv')]/byteStream/@size;Int64
asset:s6:vv:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slcvv')]/byteStream/@size;Int64
asset:s6:vv:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slcvv')]/byteStream/@size;Int64
asset:s6:vv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slcvv')]/byteStream/@size;Int64
asset:s6:hh:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slchh')]/byteStream/@size;Int64
asset:s6:hh:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slchh')]/byteStream/@size;Int64
asset:s6:hh:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slchh')]/byteStream/@size;Int64
asset:s6:hh:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slchh')]/byteStream/@size;Int64
asset:s6:hv:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1as6slchv')]/byteStream/@size;Int64
asset:s6:hv:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1as6slchv')]/byteStream/@size;Int64
asset:s6:hv:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1as6slchv')]/byteStream/@size;Int64
asset:s6:hv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1as6slchv')]/byteStream/@size;Int64
asset:s6:vh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as6slcvh')]/byteStream/fileLocation/@href;String
asset:s6:vv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as6slcvv')]/byteStream/fileLocation/@href;String
asset:s6:hh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as6slchh')]/byteStream/fileLocation/@href;String
asset:s6:hv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1as6slchv')]/byteStream/fileLocation/@href;String
asset:s6:vh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as6slcvh')]/byteStream/checksum/text();String
asset:s6:vv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as6slcvv')]/byteStream/checksum/text();String
asset:s6:hh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as6slchh')]/byteStream/checksum/text();String
asset:s6:hv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1as6slchv')]/byteStream/checksum/text();String
asset:s6:vv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as6slcvv')]/byteStream/@size;Int64
asset:s6:vh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as6slcvh')]/byteStream/@size;Int64
asset:s6:hh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as6slchh')]/byteStream/@size;Int64
asset:s6:hv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1as6slchv')]/byteStream/@size;Int64
azimuthAngle:s6:vh;annotation/s1*s6*vh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s6:vh;annotation/s1*s6*vh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s6:vh;annotation/s1*s6*vh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s6:vh;annotation/s1*s6*vh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s6:vh;annotation/s1*s6*vh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s6:vh;annotation/s1*s6*vh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s6:vh;annotation/s1*s6*vh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s6:vh;annotation/s1*s6*vh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s6:vh;annotation/s1*s6*vh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:s6:vv;annotation/s1*s6*vv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s6:vv;annotation/s1*s6*vv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s6:vv;annotation/s1*s6*vv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s6:vv;annotation/s1*s6*vv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s6:vv;annotation/s1*s6*vv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s6:vv;annotation/s1*s6*vv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s6:vv;annotation/s1*s6*vv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s6:vv;annotation/s1*s6*vv*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s6:vv;annotation/s1*s6*vv*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:s6:hh;annotation/s1*s6*hh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s6:hh;annotation/s1*s6*hh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s6:hh;annotation/s1*s6*hh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s6:hh;annotation/s1*s6*hh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s6:hh;annotation/s1*s6*hh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s6:hh;annotation/s1*s6*hh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s6:hh;annotation/s1*s6*hh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s6:hh;annotation/s1*s6*hh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s6:hh;annotation/s1*s6*hh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:s6:hv;annotation/s1*s6*hv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:s6:hv;annotation/s1*s6*hv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:s6:hv;annotation/s1*s6*hv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:s6:hv;annotation/s1*s6*hv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:s6:hv;annotation/s1*s6*hv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:s6:hv;annotation/s1*s6*hv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:s6:hv;annotation/s1*s6*hv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:s6:hh;annotation/s1*s6*hh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:s6:hh;annotation/s1*s6*hh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
asset:quicklook;manifest.safe;//dataObject[starts-with(@ID, 'quicklook')]/byteStream/fileLocation/@href;String
asset:quicklook:checksum;manifest.safe;//dataObject[starts-with(@ID, 'quicklook')]/byteStream/checksum/text();String
asset:quicklook:size;manifest.safe;//dataObject[starts-with(@ID, 'quicklook')]/byteStream/@size;Int64
