metadata;file;mappings;datatype
asset:iw1:vv:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw1slcvv')]/byteStream/@size;Int64
asset:iw1:vv:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw1slcvv')]/byteStream/@size;Int64
asset:iw1:vv:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw1slcvv')]/byteStream/@size;Int64
asset:iw1:vv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw1slcvv')]/byteStream/@size;Int64
asset:iw1:hh:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw1slchh')]/byteStream/@size;Int64
asset:iw1:hh:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw1slchh')]/byteStream/@size;Int64
asset:iw1:hh:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw1slchh')]/byteStream/@size;Int64
asset:iw1:hh:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw1slchh')]/byteStream/@size;Int64
asset:iw1:hv:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw1slchv')]/byteStream/@size;Int64
asset:iw1:hv:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw1slchv')]/byteStream/@size;Int64
asset:iw1:hv:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw1slchv')]/byteStream/@size;Int64
asset:iw1:hv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw1slchv')]/byteStream/@size;Int64
asset:iw1:vh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slcvh')]/byteStream/fileLocation/@href;String
asset:iw1:vv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slcvv')]/byteStream/fileLocation/@href;String
asset:iw1:hh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slchh')]/byteStream/fileLocation/@href;String
asset:iw1:hv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slchv')]/byteStream/fileLocation/@href;String
asset:iw1:vh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slcvh')]/byteStream/checksum/text();String
asset:iw1:vv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slcvv')]/byteStream/checksum/text();String
asset:iw1:hh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slchh')]/byteStream/checksum/text();String
asset:iw1:hv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slchv')]/byteStream/checksum/text();String
asset:iw1:vv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slcvv')]/byteStream/@size;Int64
asset:iw1:vh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slcvh')]/byteStream/@size;Int64
asset:iw1:hh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slchh')]/byteStream/@size;Int64
asset:iw1:hv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw1slchv')]/byteStream/@size;Int64
azimuthAngle:iw1:vh;annotation/s1*iw1*vh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw1:vh;annotation/s1*iw1*vh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw1:vh;annotation/s1*iw1*vh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw1:vh;annotation/s1*iw1*vh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw1:vh;annotation/s1*iw1*vh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw1:vh;annotation/s1*iw1*vh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw1:vh;annotation/s1*iw1*vh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw1:vh;annotation/s1*iw1*vh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw1:vh;annotation/s1*iw1*vh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:iw1:vv;annotation/s1*iw1*vv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw1:vv;annotation/s1*iw1*vv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw1:vv;annotation/s1*iw1*vv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw1:vv;annotation/s1*iw1*vv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw1:vv;annotation/s1*iw1*vv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw1:vv;annotation/s1*iw1*vv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw1:vv;annotation/s1*iw1*vv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw1:vv;annotation/s1*iw1*vv*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw1:vv;annotation/s1*iw1*vv*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:iw1:hh;annotation/s1*iw1*hh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw1:hh;annotation/s1*iw1*hh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw1:hh;annotation/s1*iw1*hh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw1:hh;annotation/s1*iw1*hh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw1:hh;annotation/s1*iw1*hh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw1:hh;annotation/s1*iw1*hh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw1:hh;annotation/s1*iw1*hh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw1:hh;annotation/s1*iw1*hh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw1:hh;annotation/s1*iw1*hh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:iw1:hv;annotation/s1*iw1*hv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw1:hv;annotation/s1*iw1*hv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw1:hv;annotation/s1*iw1*hv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw1:hv;annotation/s1*iw1*hv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw1:hv;annotation/s1*iw1*hv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw1:hv;annotation/s1*iw1*hv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw1:hv;annotation/s1*iw1*hv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw1:hv;annotation/s1*iw1*hv*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw1:hv;annotation/s1*iw1*hv*.xml;//azimuthProcessing/numberOfLooks/text();Int64
asset:iw2:vh:product;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slcvh')]/byteStream/fileLocation/@href;String
asset:iw2:vh:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slcvh')]/byteStream/fileLocation/@href;String
asset:iw2:vh:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slcvh')]/byteStream/fileLocation/@href;String
asset:iw2:vh:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slcvh')]/byteStream/fileLocation/@href;String
asset:iw2:vv:product;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slcvv')]/byteStream/fileLocation/@href;String
asset:iw2:vv:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slcvv')]/byteStream/fileLocation/@href;String
asset:iw2:vv:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slcvv')]/byteStream/fileLocation/@href;String
asset:iw2:vv:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slcvv')]/byteStream/fileLocation/@href;String
asset:iw2:hh:product;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slchh')]/byteStream/fileLocation/@href;String
asset:iw2:hh:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slchh')]/byteStream/fileLocation/@href;String
asset:iw2:hh:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slchh')]/byteStream/fileLocation/@href;String
asset:iw2:hh:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slchh')]/byteStream/fileLocation/@href;String
asset:iw2:hv:product;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slchv')]/byteStream/fileLocation/@href;String
asset:iw2:hv:noises;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slchv')]/byteStream/fileLocation/@href;String
asset:iw2:hv:rfis;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slchv')]/byteStream/fileLocation/@href;String
asset:iw2:hv:calibration;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slchv')]/byteStream/fileLocation/@href;String
asset:iw2:vh:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slcvh')]/byteStream/checksum/text();String
asset:iw2:vh:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slcvh')]/byteStream/checksum/text();String
asset:iw2:vh:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slcvh')]/byteStream/checksum/text();String
asset:iw2:vh:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slcvh')]/byteStream/checksum/text();String
asset:iw2:vv:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slcvv')]/byteStream/checksum/text();String
asset:iw2:vv:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slcvv')]/byteStream/checksum/text();String
asset:iw2:vv:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slcvv')]/byteStream/checksum/text();String
asset:iw2:vv:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slcvv')]/byteStream/checksum/text();String
asset:iw2:hh:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slchh')]/byteStream/checksum/text();String
asset:iw2:hh:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slchh')]/byteStream/checksum/text();String
asset:iw2:hh:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slchh')]/byteStream/checksum/text();String
asset:iw2:hh:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slchh')]/byteStream/checksum/text();String
asset:iw2:hv:product:checksum;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slchv')]/byteStream/checksum/text();String
asset:iw2:hv:noises:checksum;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slchv')]/byteStream/checksum/text();String
asset:iw2:hv:rfis:checksum;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slchv')]/byteStream/checksum/text();String
asset:iw2:hv:calibration:checksum;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slchv')]/byteStream/checksum/text();String
asset:iw2:vh:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slcvh')]/byteStream/@size;Int64
asset:iw2:vh:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slcvh')]/byteStream/@size;Int64
asset:iw2:vh:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slcvh')]/byteStream/@size;Int64
asset:iw2:vh:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slcvh')]/byteStream/@size;Int64
asset:iw2:vv:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slcvv')]/byteStream/@size;Int64
asset:iw2:vv:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slcvv')]/byteStream/@size;Int64
asset:iw2:vv:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slcvv')]/byteStream/@size;Int64
asset:iw2:vv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slcvv')]/byteStream/@size;Int64
asset:iw2:hh:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slchh')]/byteStream/@size;Int64
asset:iw2:hh:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slchh')]/byteStream/@size;Int64
asset:iw2:hh:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slchh')]/byteStream/@size;Int64
asset:iw2:hh:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slchh')]/byteStream/@size;Int64
asset:iw2:hv:product:size;manifest.safe;//dataObject[starts-with(@ID, 'products1ciw2slchv')]/byteStream/@size;Int64
asset:iw2:hv:noises:size;manifest.safe;//dataObject[starts-with(@ID, 'noises1ciw2slchv')]/byteStream/@size;Int64
asset:iw2:hv:rfis:size;manifest.safe;//dataObject[starts-with(@ID, 'rfis1ciw2slchv')]/byteStream/@size;Int64
asset:iw2:hv:calibration:size;manifest.safe;//dataObject[starts-with(@ID, 'calibrations1ciw2slchv')]/byteStream/@size;Int64
asset:iw2:vh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slcvh')]/byteStream/fileLocation/@href;String
asset:iw2:vv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slcvv')]/byteStream/fileLocation/@href;String
asset:iw2:hh:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slchh')]/byteStream/fileLocation/@href;String
asset:iw2:hv:measurement;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slchv')]/byteStream/fileLocation/@href;String
asset:iw2:vh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slcvh')]/byteStream/checksum/text();String
asset:iw2:vv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slcvv')]/byteStream/checksum/text();String
asset:iw2:hh:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slchh')]/byteStream/checksum/text();String
asset:iw2:hv:measurement:checksum;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slchv')]/byteStream/checksum/text();String
asset:iw2:vv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slcvv')]/byteStream/@size;Int64
asset:iw2:vh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slcvh')]/byteStream/@size;Int64
asset:iw2:hh:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slchh')]/byteStream/@size;Int64
asset:iw2:hv:measurement:size;manifest.safe;//dataObject[starts-with(@ID, 's1ciw2slchv')]/byteStream/@size;Int64
azimuthAngle:iw2:vh;annotation/s1*iw2*vh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw2:vh;annotation/s1*iw2*vh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw2:vh;annotation/s1*iw2*vh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw2:vh;annotation/s1*iw2*vh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw2:vh;annotation/s1*iw2*vh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw2:vh;annotation/s1*iw2*vh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw2:vh;annotation/s1*iw2*vh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw2:vh;annotation/s1*iw1*vh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw2:vh;annotation/s1*iw1*vh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:iw2:vv;annotation/s1*iw2*vv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw2:vv;annotation/s1*iw2*vv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw2:vv;annotation/s1*iw2*vv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw2:vv;annotation/s1*iw2*vv*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw2:vv;annotation/s1*iw2*vv*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw2:vv;annotation/s1*iw2*vv*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw2:vv;annotation/s1*iw2*vv*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw2:vv;annotation/s1*iw1*vv*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw2:vv;annotation/s1*iw1*vv*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:iw2:hh;annotation/s1*iw2*hh*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw2:hh;annotation/s1*iw2*hh*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw2:hh;annotation/s1*iw2*hh*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
azimuthPixelSpacing:iw2:hh;annotation/s1*iw2*hh*.xml;//product/imageAnnotation/imageInformation/azimuthPixelSpacing/text();Double
ascendingNodeTime:iw2:hh;annotation/s1*iw2*hh*.xml;//product/imageAnnotation/imageInformation/ascendingNodeTime/text();DateTimeOffset
shape1:iw2:hh;annotation/s1*iw2*hh*.xml;//product/imageAnnotation/imageInformation/numberOfSamples/text();Int64
shape2:iw2:hh;annotation/s1*iw2*hh*.xml;//product/imageAnnotation/imageInformation/numberOfLines/text();Int64
looksRange:iw2:hh;annotation/s1*iw1*hh*.xml;//rangeProcessing/numberOfLooks/text();Int64
looksAzimuth:iw2:hh;annotation/s1*iw1*hh*.xml;//azimuthProcessing/numberOfLooks/text();Int64
azimuthAngle:iw2:hv;annotation/s1*iw2*hv*.xml;//product/generalAnnotation/productInformation/platformHeading/text();Double
incidenceAngleMid:iw2:hv;annotation/s1*iw2*hv*.xml;//product/imageAnnotation/imageInformation/incidenceAngleMidSwath/text();Double
rangePixelSpacing:iw2:hv;annotation/s1*iw2*hv*.xml;//product/imageAnnotation/imageInformation/rangePixelSpacing/text();Double
